MOF,rigid,snap_0,snap_1,snap_2,snap_3,snap_4,snap_5,snap_6,snap_7,snap_8,snap_9,snap_10
FAKLOU_clean_min_charges,4.00E-05,8.46E-05,7.40E-05,7.05E-05,6.77E-05,7.44E-05,6.19E-05,6.12E-05,8.47E-05,6.73E-05,,
FAPTIB_clean_min_charges,5.09E-05,0.000101683,0.000107869,0.000104472,0.000102254,0.000101766,0.00010291,0.000109248,0.000105065,0.000107832,,
FAPTOH_clean_min_charges,5.23E-05,9.43E-05,8.10E-05,9.75E-05,9.66E-05,9.80E-05,9.49E-05,9.03E-05,0.000116648,8.81E-05,,
FECWOB01_clean_min_charges,0.000209182,0.000623157,0.000850775,0.000725518,0.000678191,0.000701886,0.000706544,0.0010631,0.000758021,0.000829196,,
FECZAQ_manual_min_charges,3.57E-05,0.00124046,0.000972291,0.000890959,0.0012296,0.00127363,0.000661445,0.00102366,0.000780959,0.000979201,,
FERHAN_clean_min_charges,7.24E-05,0.00530759,0.00431423,0.00623037,0.00680253,0.00566124,0.00570792,0.00339604,0.0135324,0.00874435,,
FEWGUL_clean_min_charges,0.000187393,0.000190402,0.00018814,0.00019973,0.000186973,0.000186076,0.000198324,0.000192816,0.000203231,0.000206682,,
FEZREJ_clean_min_charges,0.000236289,0.00329831,0.00399939,0.00505344,0.00307129,0.00269075,0.00298464,0.00351,0.00168393,0.00262834,,
FIJCUX01_clean_min_charges,2.81E-05,2.95E-05,2.99E-05,2.82E-05,2.95E-05,3.00E-05,2.92E-05,2.85E-05,2.92E-05,2.88E-05,,
FIJCUX_clean_min_charges,3.45E-05,5.26E-05,5.35E-05,5.06E-05,5.00E-05,5.02E-05,6.70E-05,5.90E-05,5.23E-05,5.63E-05,,
FIPWOS_clean_min_charges,0.000779359,0.00255945,0.00265922,0.00283219,0.00288601,0.00271006,0.00269479,0.00297616,0.00262054,0.00304357,,
FIPXEJ_clean_min_charges,0.00038178,0.00136981,0.00133088,0.00136013,0.00140613,0.0013224,0.00140832,0.00131859,0.00138687,0.0012595,,
FIRVEH_clean_min_charges,0.000254625,0.000172117,0.000165811,0.000171263,0.000168179,0.000170757,0.00016984,0.000171952,0.000172851,0.000169745,,
FOHCIP_clean_min_charges,7.95E-06,1.12E-05,1.14E-05,1.08E-05,1.21E-05,9.89E-06,1.50E-05,1.12E-05,1.21E-05,1.27E-05,,
FUNBAS_clean_min_charges,9.82E-05,0.000123102,0.000123584,0.00012413,0.000124489,0.000122361,0.000121755,0.00012244,0.000121756,0.000123074,,
FUNBIA_clean_min_charges,7.92E-05,0.000100282,0.000105459,0.000102518,0.000104101,0.00010525,0.000105387,0.000101852,0.000109009,0.000105143,,
