MOF,rigid,snap_1,snap_2,snap_3,snap_4,snap_5,snap_6,snap_7,snap_8,snap_9
ABUWOJ_clean_min_charges,2.842392813,2.785065225282,2.6707324099865,2.743987567092,2.6899019838085003,2.6981175154465,2.7727419278250003,2.6857942179895002,2.7022252812655,2.780957459463
ACOLIP_clean_min_charges,2.086272931,3.194704669116,3.1307793926720002,3.04424639651,3.1385751580920003,3.1494892296800003,3.080106917442,3.041128090342,3.129220239588,3.048923855762
AGARUW_clean_min_charges,1.472946691,2.062894461816,2.104069999976,2.035615667785,2.096864280798,2.0212042294290002,2.091717338528,2.020174840975,2.026351171699,2.038703833147
AHOKIR01_clean_min_charges,0.0013965020000000002,0.144386960328,0.140933919117,0.14200187000700001,0.14274943563,0.141859476555,0.145810894848,0.145027730862,0.139438787871,0.14381738652
AMILUE_clean_min_charges,4.689774225,4.3282723422487495,4.35675502534125,4.350182098473749,4.3589460009637495,4.28445282979875,4.3841422206225,4.36332795220875,4.35456404971875,4.27787990293125
AMIMEP_clean_min_charges,4.865794866,4.48090506978625,4.563612040733,4.51716018033825,4.41972457072975,4.44918184805325,4.526223957976249,4.581739596009,4.437852126005749,4.485436958605249
AMUCOB_clean_min_charges,0.25108938399999997,1.0848509518275,1.109251188045,1.114734387195,1.0744328734425,1.0700463141225,1.10102638932,1.11966926643,1.09883310966,1.097188149915
ANUGIA_clean_min_charges,13.22425732,13.07866157626,12.710744237397499,12.89950182864,12.6211643635875,12.5187873649475,12.822719079659999,12.5827729890975,12.595570113927499,13.10425582592
APEBED_clean_min_charges,2.074703478,1.9492755846274998,2.030020672377,2.024076248739,1.999307816914,1.9730532791795,2.0052522405519997,2.0072337150979997,1.9591829573575,1.9884097069109998
AROFET_clean_min_charges,4.578298124,4.564730574601,4.476991120221499,4.587520043271,4.488385854556499,4.639935821211999,4.6581673961479995,4.543080579364499,4.6695621304829995,4.465596385886499
ATOXEN_clean_min_charges,0.77595404,0.23952716797749998,0.22880993772324998,0.23484203999749997,0.23080111711475,0.237301732187,0.23601332199249997,0.22986409151874998,0.23009834791774997,0.23765311678549997
AVAQIX_clean_min_charges,2.8040936260000002,2.2543021895694997,2.2661877898659997,2.2463784560385,2.2775074091959997,2.268451713732,2.315994114918,2.2486423799044997,2.29788272399,2.28656310466
AVIMOI_clean_min_charges,2.438722951,2.0064704718562503,2.045337950179,2.021108872783,2.00848956163925,2.037261591047,1.99031775359225,1.99738456783275,2.0301947768065003,2.00949910653075
BAEDTA01_clean_min_charges,0.552838971,0.978389010468,0.990509786118,0.983237320728,0.976449686364,0.945662916213,0.988085630988,0.986146306884,0.987600799962,0.954389874681
BALMUW01_clean_min_charges,0.7542,0.81523234949625,0.82184513408025,0.8270113720365,0.8278379701095,0.8336241566204999,0.8201919379342499,0.81771214371525,0.829077867219,0.80944616298525
BALMUW_clean_min_charges,0.0,0.050047197129,0.050565948925499996,0.048379780640249996,0.04879972257075,0.0501213045285,0.0495778502655,0.0500718995955,0.049503742866,0.04867621023825
BARZAW_clean_min_charges,0.9344192309999999,0.83438575775,0.80139555465625,0.82127163975,0.82455016925,0.81901765071875,0.80262500321875,0.8136900402812499,0.8018053708437499,0.8208618235624999
BENXUP_clean_min_charges,0.000807423,1.5482329376989998,1.5680571606019997,1.5202457994829999,1.5913797757819999,1.5649474785779998,1.5490103582049999,1.5396813121329997,1.5626152170599998,1.5688345811079998
BERGAI_clean_min_charges,1.488214804,1.6655878737920002,1.6001192098075,1.6322435853030002,1.5911731811885002,1.5879200798725002,1.6049988617815003,1.6493223672120003,1.6261440203355002,1.6115050644135003
BIBBUL_clean_min_charges,0.00041120400000000003,0.64887931681875,0.64821533184375,0.67593670455,0.64954330179375,0.669960839775,0.6775966669875,0.6722847871875,0.6643169674875,0.65120326423125
BOJCIN_clean_min_charges,2.054999253,1.78499978928,1.75342654936,1.80812385232,1.76232041976,1.76587796792,1.75520532344,1.79922998192,1.7640991938400001,1.78677856336
BONWAD_clean_min_charges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BONWIL_clean_min_charges,0.000346002,0.477439921025,0.48067477118,0.48283133795,0.47144945777499997,0.48786332708,0.473606024545,0.48043515265,0.49097836797,0.477919158085
BOWQAG_clean_min_charges,0.0,0.094708817138,0.0918508229015,0.09282672337249999,0.09480176003999999,0.093221730706,0.09152552274449999,0.093639973765,0.09345408796099999,0.094848231491
