MOF,rigid,snap_0,snap_1,snap_2,snap_3,snap_4,snap_5,snap_6,snap_7,snap_8
GINLIA_clean_min_charges,0.00637804,0.0192876,0.0208131,0.0214428,0.0284478,0.0252371,0.0279385,0.0236401,0.0236298,0.017078
GITWIQ_clean_min_charges,0.0084702,0.11598,0.111057,0.116316,0.112551,0.116365,0.117663,0.109159,0.110671,0.119535
GIZJOP_clean_min_charges,0.00283062,0.0521191,0.0438916,0.0525656,0.0676029,0.0489331,0.0532348,0.0523085,0.0471615,0.0652748
GOMRAC_clean_min_charges,3395.76,24998.2,24335.1,24166.7,24361,24381.6,24380.6,24550.5,25332.2,24591.6
GOMREG_clean_min_charges,5011.39,52350.6,52537.4,51950.4,53021.7,52081.9,52902.8,52369,52633.3,52318.7
GULPIN_clean_min_charges,0.000800182,0.000561733,0.00199317,0.000401596,0.00122481,0.00388036,0.00125042,0.00315727,0.000111436,0.000122195
GUWDUY_clean_min_charges,0.021613,0.0123065,0.0153947,0.0147068,0.00930548,0.014474,0.0193808,0.00939498,0.0175165,0.0124312
GUXLIU_clean_min_charges,1.71E-52,9.31E-12,1.64E-14,1.89E-14,7.12E-14,1.25E-14,8.62E-11,7.45E-14,3.91E-14,2.92E-13
GUYLUI01_clean_min_charges,0.0124635,1.19E-08,1.26E-11,1.17E-08,1.89E-08,4.89E-11,2.32E-08,6.14E-07,1.50E-10,8.79E-08
GUYLUI_clean_min_charges,0.0157543,2.89E-06,5.02E-07,6.81E-13,6.33E-08,1.30E-08,5.90E-08,2.03E-08,2.06E-11,4.90E-05
HABRIN_clean_min_charges,2.42E-11,6.28E-05,0.00139128,0.000202458,0.00126024,0.000364776,0.00129867,0.000380144,0.000198057,0.000161782
HAFQUC_clean_min_charges,0.0576631,0.250376,0.25285,0.258933,0.249404,0.251294,0.248784,0.263445,0.252439,0.252897
HAKWUM_clean_min_charges,2.82E-75,4.40E-12,8.84E-15,3.56E-13,2.56E-13,5.00E-15,1.87E-13,1.08E-14,9.32E-13,1.62E-14
HAMJOW_clean_min_charges,0.0218261,0.0605452,0.0584218,0.0564505,0.0568924,0.0574829,0.0581132,0.061095,0.0584389,0.0577226
HEGJUZ_clean_min_charges,0.0561643,0.167323,0.144304,0.178717,0.176588,0.142827,0.170672,0.157542,0.144776,0.139555
HICVUM_clean_min_charges,0.0587466,0.0174576,0.017413,0.0171729,0.014334,0.0167337,0.0178415,0.0186389,0.0205833,0.0165669
HIFTOG01_clean_min_charges,2.41E-05,4.11E-05,4.15E-05,4.23E-05,4.10E-05,4.20E-05,4.14E-05,4.16E-05,4.25E-05,4.13E-05
HIFTOG02_clean_min_charges,0.00117484,0.00570601,0.00418122,0.0047703,0.00584454,0.00456963,0.00465768,0.00471468,0.00511889,0.00443871
HIFTOG_clean_min_charges,0.00117659,0.00405577,0.00441082,0.00369771,0.00523551,0.00428452,0.00483567,0.00393132,0.00388761,0.00416037
HIFVOI_clean_min_charges,0.00680321,0.00547344,0.0063476,0.00545827,0.00474966,0.00514352,0.00319678,0.00713748,0.00589137,0.0054737
