MOF,rigid,snap_0,snap_1,snap_2,snap_3,snap_4,snap_5,snap_6,snap_7,snap_8,snap_9,snap_10
FOHCIP_clean_min_charges,5.14E-06,9.35E-06,1.29E-05,1.21E-05,1.02E-05,9.12E-06,1.08E-05,9.20E-06,1.14E-05,9.46E-06,,
FUNBAS_clean_min_charges,0.000980706,0.00150086,0.00149987,0.00150652,0.0015187,0.00152396,0.00153541,0.00149733,0.00148963,0.00145607,,
FUNBIA_clean_min_charges,0.000840365,0.00076769,0.000807411,0.000803581,0.000808759,0.000789188,0.000811482,0.000738348,0.000863916,0.000827304,,
FUNBOG_clean_min_charges,0.00011527,0.000126659,0.000126901,0.000117731,0.000122739,0.000125949,0.000123544,0.000114859,0.000122693,0.000130696,,
FUNCAT_clean_min_charges,0.000791117,0.000772586,0.00079084,0.000794523,0.000775338,0.000775023,0.000759139,0.000809177,0.000805458,0.000790598,,
FUNCEX_clean_min_charges,0.000111581,0.000134969,0.000130658,0.000128464,0.00013054,0.000130393,0.000131077,0.000119734,0.00012686,0.000124307,,
GACQAE_clean_min_charges,0.000116965,0.000153987,0.000149049,0.000153255,0.000152597,0.000152076,0.000147581,0.000161227,0.000159593,0.000155155,,
GALCED_clean_min_charges,0.000219937,0.000172309,0.000175159,0.000173637,0.000163314,0.000169693,0.00018158,0.000175009,0.000182456,0.000179381,,
GAXWEJ_clean_min_charges,0.000315309,0.00110228,0.00109698,0.00111602,0.0011025,0.00115617,0.0011084,0.00106662,0.00110549,0.00114381,,
GAYFUJ_clean_min_charges,0.000201659,0.000810022,0.000801255,0.000826593,0.000790068,0.000812783,0.000806304,0.000801389,0.000829702,0.000805266,,
GIDKOU_clean_min_charges,0.00293566,0.000559815,0.000675887,0.000671132,0.000724687,0.000627638,0.000539326,0.000664858,0.00060485,0.000649805,,
GIHBII_clean_min_charges,0.0397502,0.000508485,0.000391933,0.000377279,0.000323154,0.000455624,0.000445129,0.000580853,0.000378317,0.000346432,,
GIMSIG_clean_min_charges,0.000117479,0.000333988,0.000327331,0.000331256,0.000330937,0.000338855,0.000336088,0.000343743,0.000324417,0.000333813,,
GINLIA_clean_min_charges,0.000250441,0.000465799,0.000458305,0.000464057,0.000491343,0.000467692,0.000485944,0.000497779,0.000486761,0.000455268,,
