MOF,rigid,snap_1,snap_2,snap_3,snap_4,snap_5,snap_6,snap_7,snap_8,snap_9
ABUWOJ_clean_min_charges,4.024143029,4.200609610422,4.288558565376,4.1199897350475,4.1786223716835,4.1451180078915,4.223643860529,4.1325538714695,4.234113974214,4.284370519902
ACOLIP_clean_min_charges,5.7825139320000005,4.1070818795625,4.11316644531,4.092884559484999,4.12127919964,4.1111382567275,4.133448331135,4.0006019789812495,4.14561746263,3.9904610360687496
AGARUW_clean_min_charges,1.609822808,3.0203861077485,3.0480326625105003,3.0050269106585,3.0111705894945002,3.0933422939260002,3.1348121260690003,3.0887345347990003,3.074911257418,3.0679996187275003
AHOKIR01_clean_min_charges,0.581344303,0.6233291179245,0.645573968754,0.632637246995,0.644311849558,0.6290086543065,0.639263372774,0.6274310053115,0.6283775947085,0.638947842975
AMILUE_clean_min_charges,6.021339896000001,5.945946480985,5.9666950479675,5.82293711958875,5.94001831899,5.88221873953875,6.017084424925,6.005228100935,5.9311260759975,6.01115626293
AMIMEP_clean_min_charges,6.192733041,6.032568233775749,6.204220393209,6.14081734332825,6.278448354045,6.11916752141775,6.125353184820749,6.2939125125525,6.2444272053285,6.14391017502975
AMUCOB_clean_min_charges,0.9626710829999999,1.4864692414364997,1.5378843958289998,1.4925628893644998,1.5569270456039999,1.5256970999729997,1.4872309474274998,1.5401695138019997,1.535599277856,1.5561653396129997
ANUGIA_clean_min_charges,17.27175718,16.7250916652325,16.5302691236775,17.04273711342,17.356147288965,16.8267382086525,16.5641513048175,16.7081505746625,16.8182676633675,17.135913111555
APEBED_clean_min_charges,2.122247942,2.09319700378125,2.1627049397750002,2.08364629501875,2.07834034570625,2.124502104725,2.1382975729375002,2.1573989904625,2.09850295309375,2.13511400335
AROFET_clean_min_charges,5.846019238999999,6.1387727845245,6.280305169472999,6.298968780675,6.129440978923499,6.2103166274655,6.361180818015,6.1512151919925,6.1978742199975,6.2958581788079995
ATOXEN_clean_min_charges,0.820545923,0.96121054552125,0.986306790436,0.9809464274445,0.978509898812,0.9765606759059999,0.9902052362479999,0.96900743714525,0.97046935432475,0.9950782935129999
AVAQIX_clean_min_charges,3.8388979219999997,3.3145244933865,3.322652312154,3.18204104747625,3.2657575807815,3.319401184647,3.2194290138067503,3.17553879246225,3.2503147251232503,3.24056134260225
AVIMOI_clean_min_charges,3.105189822,2.9040895249657503,2.973182564002,2.9251810842505,2.9484545289785,2.8560880452142503,2.88954362201075,2.932454035728,2.85899722580525,2.9237264939550003
BAEDTA01_clean_min_charges,1.2215582870000001,1.2389160163535,1.2491961844550001,1.247950103473,1.2339316924255002,1.2283243280065002,1.2376699353715002,1.275986925568,1.269133480167,1.2370468948805
BALMUW01_clean_min_charges,1.000740097,1.109050575804,1.0855302916365,1.0993657529115,1.124546292432,1.111817668059,1.0899576392445,1.0822097809305,1.0943849868525,1.0811029440285
BALMUW_clean_min_charges,3.93e-06,0.861751209627,0.8562757620585,0.855854573784,0.82194891768675,0.8453248669215,0.8583817034310001,0.853327444137,0.83121505972575,0.8470096200195
BARZAW_clean_min_charges,1.3871386209999998,1.1786298854325001,1.1939444166775,1.15771966007875,1.1659659461337502,1.190999314515,1.1815749875950001,1.18275302846,1.205135804895,1.1974785392725
BENXUP_clean_min_charges,3.037358955,2.52893195624125,2.6462702500325,2.55097340369375,2.6436771385675,2.6008907993949997,2.6073735780574996,2.6047804665924996,2.5743114068787496,2.5639389610187497
BERGAI_clean_min_charges,1.9061614390000001,2.105874395095,2.137383737665,2.130031557732,2.0580852255305,2.131081869151,2.149987474693,2.12162906638,2.102723460838,2.0811920767485
BIBBUL_clean_min_charges,0.426268708,1.1538117061759998,1.1174328365919999,1.132328121776,1.120870210096,1.1386299731999998,1.1300365394399998,1.1526659150079999,1.131182330608,1.1681340957759998
BOJCIN_clean_min_charges,2.664953478,2.7015496753484998,2.63505205778025,2.65654623719625,2.6269917404992498,2.6552028509827497,2.7512549652479996,2.7230438547644997,2.702893061562,2.7311041720455
BONWAD_clean_min_charges,0.0,0.00050549947425,0.00050703013125,0.00049861151775,0.00050422392675,0.00050805056925,0.00050626480275,0.0005191478325,0.00050575458375,0.00049937684625
BONWIL_clean_min_charges,0.403232651,0.669731734815,0.68600120095,0.663022676615,0.68298212476,0.662016317885,0.68633665386,0.661680864975,0.68499484222,0.6643644882549999
BOWQAG_clean_min_charges,0.004525067,0.514654485972,0.494908456085,0.499436208161,0.490883787573,0.501197000635,0.5024547095449999,0.507611316076,0.509623650332,0.495411539649
BUVXOG_clean_min_charges,2.317248225,2.271080252344,2.286727458807,2.2476094426495,2.2744332251575,2.1866971032042497,2.1934030488312497,2.2034619672717497,2.237550524209,2.2012266520627497
CATART03_clean_min_charges,4.012453,4.1355234022575,4.325090288046001,4.1461137310725,4.306027696179,4.282728972786001,4.232954427355501,4.2096557039625,4.182120849043501,4.2679025124450005
CEGFAW_clean_min_charges,1.325949245,1.5204157636115,1.5112451231675001,1.4936680623165002,1.5536593352210002,1.5574804354060001,1.5620657556280002,1.5143020033155001,1.5227084237225001,1.5036029227975
CICYIX_clean_min_charges,0.0,2.10463e-05,2.12848e-05,2.09933e-05,2.14226e-05,2.17194e-05,2.15074e-05,2.08555e-05,2.11947e-05,2.14332e-05
CIGYAU_clean_min_charges,0.059547755,0.00033004956,0.0003179962795,0.0003223645825,0.000330858505,0.0003213938485,0.000328917037,0.0003167019675,0.0003170255455,0.00032826988099999996
COGWEB_clean_min_charges,7.12837505,7.2016228641105,7.261902326784,7.169710207401001,7.1874394611285,7.190985311874,7.05447005817225,6.93036528207975,7.148435102928,6.919727729843251
CUHPUR_clean_min_charges,9.13399957,8.87506983943225,9.142242445274,9.088358894516,9.0659074150335,9.0838685986195,8.95140486967275,8.82567658457075,9.115300669895,9.133261853481
CUNWEO_clean_min_charges,4.328502063,3.9856507478115,4.131008579216,3.9653209811815,3.9754858644964997,4.153371322509,4.137107509205,4.0649368376685,4.110678812585999,3.9815847944855
CUNXIS10_clean_min_charges,2.618773388,1.16311615742,1.153117181604,1.154881706748,1.193407172392,1.173115133236,1.160763457228,1.182820021528,1.198112572776,1.1810554963839999
CUNXIS_clean_min_charges,2.618763931,1.84052196206725,1.899713222939,1.9099668271844998,1.83586123286475,1.877341722767,1.8717488477239999,1.8801381602885,1.86289346223925,1.8339969411837498
CUTKOS_clean_min_charges,3.311839416,3.2023214490155,3.2342012046054998,3.2389831679439998,3.2533290579595,3.203915436795,3.14254690728425,3.11704310281225,3.17123868731525,3.223043290149
CUYHIO_clean_min_charges,0.0,0.156268611285,0.1531339511775,0.1546819314775,0.1519729659525,0.1529017541325,0.15851318272,0.156423409315,0.15758439454,0.1542949364025
CoBDP,9.908566727,10.42383506615,10.50648192495,10.429000494825,10.1991389187875,10.5787979264,10.36184992205,10.341188207350001,10.387677065425,10.470323924225001
DAGDIZ_clean_min_charges,2.5758906219999997,3.1584731262299997,3.1859873681699997,3.24344357928,3.31627539618,3.18436888335,3.2021722163699997,3.20379070119,3.24020660964,3.17465797443
DAJHUS_clean_min_charges,1.371401228,0.559381268432,0.543904867436,0.545020283724,0.548087678516,0.551712781452,0.559938976576,0.550318511092,0.55561673846,0.545577991868
DEGJIK_clean_min_charges,2.384203726,2.36467515442575,2.4427624862205,2.4069972960855,2.3336786563087504,2.4344172751890003,2.3950755660405,2.4308407561755003,2.34560038635375,2.4356094481935
DEYLUQ_clean_min_charges,1.829525034,1.3486834381019999,1.3267892264444998,1.3355469111074998,1.3560937866629998,1.3443045957704998,1.3648514713259998,1.3533991144589999,1.3574411227649998,1.3274628944954998
DEYVUA_clean_min_charges,7.319518373999999,6.68866189260575,6.819147569254,6.71916503779625,6.880153859635,6.68527265425125,6.9242139582435,6.61070941045225,6.71577579944175,6.74627894463225
DIDDOK_clean_min_charges,18.20934121,18.038388661019997,17.482471850707498,18.100651343775,18.207387371354997,17.4202091679525,18.00280998516,17.958336640335,17.93165263344,17.851600612755
DOGZIJ_clean_min_charges,2.984805409,2.8292527069642497,2.851284064391,2.8498626864924996,2.8910826455489995,2.7908755037047497,2.9124033140264998,2.79656101529875,2.78803274790775,2.8583909538834997
DOQGUM_clean_min_charges,5.47e-05,0.27007625888,0.27344379327999996,0.27115386988799994,0.26489025590399995,0.27061506438399996,0.26421674902399994,0.274521404288,0.266641373792,0.274252001536
ECIWUJ_clean_min_charges,6.55e-05,0.730104725504,0.6989112863039999,0.701763257888,0.701050264992,0.7304612219519999,0.702832747232,0.6971288040639999,0.720479321408,0.703545740128
ECODEG_clean_min_charges,4.015808219,3.4177678533394995,3.4612619721144995,3.4438643246044998,3.4664812663674995,3.5595586805459996,3.4682210311184996,3.498666914261,3.495187384759,3.4247269123434996
EDADIX_clean_min_charges,3.6140374060000005,2.6231079149265,2.6729516173890002,2.663647459596,2.69820575997,2.71149741396,2.5938662761485003,2.6689641211920003,2.682255775182,2.694218263773
EDUSIF_clean_min_charges,16.80400513,17.06998442232,16.561749157777502,16.4189392487325,16.83476810154,16.7297608154775,16.859969850195,16.4021380829625,16.826367518655,16.721360232592502
EKOPIE_clean_min_charges,4.250520798999999,3.92671062504,3.9831960457375,3.9325539444225,3.9793004994825,3.9403450369325004,3.9481361294425,3.87899018341625,3.9500839025700003,3.9909871382475
EKOPOK_clean_min_charges,4.988048525,4.23542263719375,4.3565572254,4.3436933753249996,4.211838912056249,4.3672771004625,4.3029578500875,4.326541575225,4.34798132535,4.22041481210625
EMITUQ_clean_min_charges,6.376351085,6.10823358476825,6.152618143514999,6.1556791475665,6.164862159720999,5.991915430811249,6.03783049158375,6.2107772204935,6.05007450778975,6.074562540201749
ESEVIH_clean_min_charges,3.2144660480000002,3.3037119439007503,3.4637738658175,3.441754765448,3.32234349036725,3.31726215951275,3.4044916725150003,3.4366734345935,3.38670701452425,3.3782381297667503
EZABEN_clean_min_charges,3.084072991,2.9592893091847494,2.92783141220025,3.0633999682524995,3.0379340516459994,2.9907472061692495,2.9637832944682496,3.0349380614569994,2.9323253974837495,3.0274480859844997
