MOF,rigid,snap_1,snap_2,snap_3,snap_4,snap_5,snap_6,snap_7,snap_8,snap_9
ABUWOJ_clean_min_charges,5.322949764,4.554739965231,4.4380372574835,4.545848330355,4.4358143487645,4.3669041784755,4.523619243164999,4.3802416307895,4.532510878041,4.3491209087235
ACOLIP_clean_min_charges,5.617321457999999,5.00247743721,4.912012302715,4.8472197063874995,4.95846737178,4.960912375415,4.897342280905,4.8814497572775,4.8203246664025,4.8765597500075
AGARUW_clean_min_charges,2.088493499,3.2739002301005,3.2705535393465,3.3073671376405,3.388524388425,3.3207539006565,3.418644605211,3.3408340451805,3.3241005914104997,3.3425073905575
AHOKIR01_clean_min_charges,1.027231558,1.025159448069,1.010738717325,1.047048057234,1.0455029789399999,1.041382770156,1.028764630755,1.022584317579,1.04035271796,1.007648560737
AMILUE_clean_min_charges,5.7153960370000005,5.4795003484705,5.498311776837,5.27660565680325,5.4365027979185,5.4580015731945,5.34647667645025,5.48218769538,5.3881305535475,5.37066279863575
AMIMEP_clean_min_charges,5.894117988,5.55050203914375,5.452757349146251,5.49185522514525,5.58122179885725,5.58401450428575,5.7054971904255005,5.674777430712,5.56446556628625,5.613337911285
AMUCOB_clean_min_charges,1.3438247819999998,1.784190734625,1.8385019494400001,1.8052868263300001,1.82772947708,1.80079829618,1.79720747206,1.8376042434100002,1.763543495935,1.788679264775
ANUGIA_clean_min_charges,12.13791658,11.49102018174,11.47400485077,11.125190565885,11.525050843679999,11.508035512709998,11.147877673844999,11.249969659665,11.46266129679,11.587440390569999
APEBED_clean_min_charges,3.302905698,3.10525611786,3.093078642888,3.04360765081425,3.090034274145,3.0976451960025,3.0915564585165,2.99946430404075,2.96902061661075,3.0474131117430003
AROFET_clean_min_charges,7.232739232999999,7.1526132614739995,6.94007244501075,7.106943333969499,6.996281586554749,6.929533230971249,7.0928910485835,7.054247263772,7.033168835693,6.91196787423875
ATOXEN_clean_min_charges,2.203639482,1.925083444275,1.911774225401,1.8827791414255,1.945047272586,1.8856311168985,1.8742232150065,1.8960883602995,1.8694699225515,1.918428834838
AVAQIX_clean_min_charges,5.123536935,3.6217387236450005,3.6940819244460004,3.7435317072720005,3.596098095513,3.6601996658430003,3.5979295689510002,3.7105651853880004,3.6830930838180005,3.703239291636
AVIMOI_clean_min_charges,4.179037824,3.6753968245169997,3.7200711845009997,3.6400296228629996,3.734031921996,3.8140734836339996,3.7619533969859997,3.6456139178609996,3.6809811195149997,3.7265861953319996
BAEDTA01_clean_min_charges,1.294637801,1.300609314363,1.3171962298500002,1.293454174349,1.274590623403,1.299958847089,1.280444828869,1.313293426206,1.2967065107190001,1.30743922074
BALMUW01_clean_min_charges,0.206071272,1.382219622582,1.331716747701,1.37611860414,1.38628696821,1.325615729259,1.363238676318,1.374762822264,1.388320641024,1.345952457399
BALMUW_clean_min_charges,0.035483862000000005,0.9672872003212499,0.9595197748732499,0.9767537500859999,0.9922886009819999,0.9629180235067499,0.9743264296334999,0.9942304573439998,0.9600052389637499,0.9473831726107499
BARZAW_clean_min_charges,1.84468528,1.531312231248,1.5147330633900002,1.5109650706950002,1.5350802239430001,1.5068202787305,1.5045594831135,1.5373410195600001,1.4736619430145002,1.5030522860355002
BENXUP_clean_min_charges,2.8708120839999998,2.9363529449457504,2.9540997267837503,2.94226853889175,3.0154740139735003,2.88459149791825,3.0273052018655,2.91860616310775,2.92895845251325,2.9200850615942504
BERGAI_clean_min_charges,2.22179236,2.263242092631,2.236444948959,2.2169053650315003,2.25542625906,2.1811758401355,2.268824830896,2.2068564361545002,2.267708283243,2.2124391744195
BIBBUL_clean_min_charges,1.3752168040000001,1.49348788743,1.47381719706375,1.46490971463375,1.497941628645,1.46639429503875,1.49051872662,1.45303307139375,1.48198238929125,1.4508062007862499
BOJCIN_clean_min_charges,3.393814727,2.9246808557325,2.9172672160474997,3.038109542913,2.9350599512914997,3.0217995356059997,2.9306117674805,2.9143017601734997,2.966938601937,3.0069722562359997
BONWAD_clean_min_charges,0.003770583,0.1818962151425,0.17845154997625,0.17965941958,0.17930153229,0.17818313450875,0.1799278350475,0.17854102179875,0.18314882065750002,0.17948047593500002
BONWIL_clean_min_charges,0.479762323,0.9110049171597501,0.938541006858,0.9399293811285,0.936689841164,0.91887237135925,0.9473340439045,0.9026746715367501,0.91840957993575,0.92396307701775
BOWQAG_clean_min_charges,0.850778877,0.9144582421207499,0.9088780240147499,0.9232935874552499,0.9528222415994999,0.9181783875247499,0.9074829694882499,0.9393367145099999,0.9370116236324999,0.9167833329982499
BUVXOG_clean_min_charges,3.470326047,2.6265164104875,2.6924289896099998,2.7163972002,2.6964236913749997,2.6644660772549997,2.6504846210774997,2.677781749805,2.667129211765,2.6105376034275
CATART03_clean_min_charges,0.00026057900000000004,5.085590128619,4.97000853478675,5.110992676714,4.98525006364375,5.0385954146432494,5.01065261173875,5.161797772903999,5.04875643388125,5.03605515983375
CEGFAW_clean_min_charges,2.236650827,2.3028723562625,2.21290756396625,2.25817286826625,2.2892927649725,2.3164519475525003,2.2711866432525003,2.31758358016,2.3006090910475,2.24572490958375
CICYIX_clean_min_charges,0.150361284,1.298904956691,1.311855155661,1.27203329382825,1.29016357238625,1.26879574408575,1.28627851269525,1.3163877253005,1.28498349279825,1.3008474865365
CIGYAU_clean_min_charges,1.039241317,0.0506198433615,0.053071073286,0.0511905000635,0.052733867053,0.0513980115915,0.0515795841785,0.052111332469,0.0512164390045,0.0514758284145
COGWEB_clean_min_charges,7.830405803,7.820148829149001,7.8046557160650005,7.5974353285665,7.812402272607001,7.694267285341501,7.8550083335880005,7.808528994336,7.6477879460895,7.843388498775001
CUHPUR_clean_min_charges,8.984306021,8.18806816172975,8.22575295511025,8.575384093696,8.3869601267935,8.487452909141501,8.19644256025875,8.26762494775525,8.167132165407251,8.22156575584575
CUNWEO_clean_min_charges,4.825712753,4.6157991752855,4.640972100882,4.604356936378,4.627241414193,4.51625169679025,4.47277118894175,4.48192498006775,4.50023256231975,4.50252101010125
CUNXIS10_clean_min_charges,2.68759257,2.0196627239515,2.0628070646239998,2.068898030366,2.0176324020375,2.0485948112259997,2.066867708452,2.06077674271,2.042503845484,1.9861624123705
CUNXIS_clean_min_charges,2.6977134019999998,2.18536963378525,2.251959844233,2.2178392405325003,2.15014836544925,2.2387518686070003,2.1523496947202503,2.221141234439,2.240953197878,2.16335634107525
